OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME
3402117,T20130014670,ABS to receive accident,Finished,16/7/2013,08.30.00,No,Collision with vehicle,Tuesday,ENTERING PARKING,No,Day,Yes,Not at intersection,Serious injury accident,50 km/hr,No,261853,144.97556,-37.81006,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497848.298,2410105.634,2,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3402118,T20130014677,ABS to receive accident,Finished,16/7/2013,09.15.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,No,261876,145.17115,-37.91817,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2515048.844,2398093.336,5,1,0,1,0,4,2,3,0,3,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,MONASH,METROPOLITAN SOUTH EAST REGION,M,M,Freeway,Freeway,Divided,Div,Metro
3402119,T20130014679,ABS to receive accident,Finished,15/7/2013,19.30.00,Yes,No collision and no object struck,Monday,OFF CARRIAGEWAY ON RIGHT BEND,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,70 km/hr,Yes,261935,145.26665,-37.83245,Non-Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,2523472.9,2407588.34,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MAROONDAH,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Divided,Div,Metro
3402120,T20130014680,ABS to receive accident,Finished,11/7/2013,08.25.00,No,Collision with vehicle,Thursday,LEFT TURN SIDESWIPE,No,Dusk/Dawn,No,T intersection,Other injury accident,Not known,No,277406,144.86045,-37.70613,Intersection,HUME,METROPOLITAN NORTH WEST REGION,2487695.173,2421631.579,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,,,,,,,Metro
3402121,T20130014467,ABS to receive accident,Finished,12/7/2013,19.00.00,Yes,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,263707,142.88256,-37.18492,Non-Intersection,NORTHERN GRAMPIANS,WESTERN REGION,2312023.701,2477390.237,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,NORTHERN GRAMPIANS,WESTERN REGION,A,A,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3402122,T20130014469,ABS to receive accident,Finished,12/7/2013,21.40.00,Yes,Collision with a fixed object,Friday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,T intersection,Other injury accident,100 km/hr,Yes,17692,145.65116,-37.15254,Intersection,MURRINDINDI,NORTH EASTERN REGION,2557835.401,2482876.194,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,"MURRINDINDI,MURRINDINDI",NORTH EASTERN REGION,B,"B,C",Arterial Highway,"Arterial Highway,Arterial Other",Undivided,Undiv,Country
3402123,T20130014472,ABS to receive accident,Finished,13/7/2013,01.00.00,Yes,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,T intersection,Other injury accident,60 km/hr,Yes,32540,145.29321,-37.89514,Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,2525789.37,2400623.706,2,1,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,KNOX,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Metro
3402124,T20130014473,ABS to receive accident,Finished,13/7/2013,00.32.00,Yes,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,60 km/hr,Yes,52778,143.86151,-37.54174,Intersection,BALLARAT,WESTERN REGION,2399398.126,2439283.181,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BALLARAT,WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3402125,T20130014477,ABS to receive accident,Finished,13/7/2013,02.15.00,Yes,Collision with a fixed object,Saturday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Not known,Dark No street lights,Yes,Cross intersection,Serious injury accident,70 km/hr,Yes,38056,145.0218,-37.74718,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2501921.115,2417085.008,2,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,DAREBIN,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Highway,Arterial Other",Divided,Div,Metro
3402126,T20130014480,ABS to receive accident,Finished,12/7/2013,18.12.00,Yes,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Not at intersection,Other injury accident,100 km/hr,No,262612,144.78904,-37.84263,Non-Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2481432.168,2406470.517,7,1,0,0,1,6,6,1,0,4,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,WYNDHAM,METROPOLITAN NORTH WEST REGION,M,M,Freeway,Freeway,Divided,Div,Metro
3402127,T20130014481,ABS to receive accident,Finished,9/7/2013,07.30.00,No,Collision with vehicle,Tuesday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,No,Not at intersection,Other injury accident,50 km/hr,No,262040,145.02735,-37.77298,Non-Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2502409.786,2414220.931,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DAREBIN,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3402128,T20130014484,ABS to receive accident,Finished,13/7/2013,09.30.00,No,Collision with vehicle,Saturday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,40 km/hr,No,42503,145.15234,-37.95194,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2513389.067,2394347.396,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro
3402129,T20130014489,ABS to receive accident,Finished,13/7/2013,10.31.00,No,Collision with vehicle,Saturday,HEAD ON (NOT OVERTAKING),No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,29759,145.40358,-37.87254,Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2535507.031,2403095.715,2,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3402130,T20130014492,ABS to receive accident,Finished,13/7/2013,07.00.00,Yes,Collision with vehicle,Saturday,HEAD ON (NOT OVERTAKING),Yes,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,60 km/hr,No,264096,145.02137,-37.63959,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2501885.782,2429025.092,2,1,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,Yes,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,WHITTLESEA,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
